Time,QueueLength,QueueStatus
560.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
560.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
561.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
562.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
563.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
564.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
565.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
566.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
567.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
568.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
569.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
570.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
571.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
572.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
573.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
574.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
575.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
576.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
577.0,4,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717), (56, 'Emergence_Patient', 1069)]"
577.0,4,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717), (56, 'Emergence_Patient', 1069)]"
578.0,4,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717), (56, 'Emergence_Patient', 1069)]"
579.0,4,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717), (56, 'Emergence_Patient', 1069)]"
580.0,4,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717), (56, 'Emergence_Patient', 1069)]"
581.0,4,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717), (56, 'Emergence_Patient', 1069)]"
582.0,4,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717), (56, 'Emergence_Patient', 1069)]"
583.0,4,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717), (56, 'Emergence_Patient', 1069)]"
584.0,4,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717), (56, 'Emergence_Patient', 1069)]"
584.6,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
585.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
586.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
587.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
588.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
589.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
590.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
591.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
592.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
592.2,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
593.0,3,"[(55, 'Emergence_Patient', 609), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
594.0,4,"[(57, 'Emergence_Patient', 598), (55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
594.0,4,"[(57, 'Emergence_Patient', 598), (55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
595.0,4,"[(57, 'Emergence_Patient', 598), (55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
596.0,4,"[(57, 'Emergence_Patient', 598), (55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
597.0,4,"[(57, 'Emergence_Patient', 598), (55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
597.4,3,"[(55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
598.0,3,"[(55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
599.0,3,"[(55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
600.0,3,"[(55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
600.8,3,"[(55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
601.0,3,"[(55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
602.0,3,"[(55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
603.0,3,"[(55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
604.0,4,"[(55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (58, 'Nylon_Patient', inf)]"
604.0,4,"[(55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (58, 'Nylon_Patient', inf)]"
605.0,4,"[(55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (58, 'Nylon_Patient', inf)]"
605.2,3,"[(55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
606.0,3,"[(55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
606.4000000000001,3,"[(55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
607.0,3,"[(55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
608.0,3,"[(55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
609.0,3,"[(55, 'Emergence_Patient', 609), (14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
610.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
611.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
612.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
613.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
614.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
615.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
616.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
617.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
618.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
619.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
620.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
621.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
622.0,3,"[(59, 'Emergence_Patient', 685), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
622.0,3,"[(59, 'Emergence_Patient', 685), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
622.4,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
622.8,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
623.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
624.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
625.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
626.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
627.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
628.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
629.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
630.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
631.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
632.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
633.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (60, 'Nylon_Patient', inf)]"
633.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (60, 'Nylon_Patient', inf)]"
633.8,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
634.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
634.5999999999999,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
635.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
636.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
637.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
638.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
639.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
640.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
641.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
642.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
643.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (61, 'Naive_Patient', inf)]"
643.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (61, 'Naive_Patient', inf)]"
644.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (61, 'Naive_Patient', inf)]"
645.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (61, 'Naive_Patient', inf)]"
646.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (61, 'Naive_Patient', inf)]"
647.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (61, 'Naive_Patient', inf)]"
648.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (61, 'Naive_Patient', inf)]"
649.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (61, 'Naive_Patient', inf)]"
649.2,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
650.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
651.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
652.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
653.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
654.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
655.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
656.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
657.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
658.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (62, 'Emergence_Patient', 1425)]"
658.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (62, 'Emergence_Patient', 1425)]"
659.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (62, 'Emergence_Patient', 1425)]"
660.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (62, 'Emergence_Patient', 1425)]"
661.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (62, 'Emergence_Patient', 1425)]"
662.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (62, 'Emergence_Patient', 1425)]"
663.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (62, 'Emergence_Patient', 1425)]"
663.2,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
664.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
665.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
666.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
667.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
668.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (63, 'Emergence_Patient', 755)]"
668.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (63, 'Emergence_Patient', 755)]"
668.4000000000001,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (63, 'Emergence_Patient', 755)]"
669.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (63, 'Emergence_Patient', 755)]"
670.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (63, 'Emergence_Patient', 755)]"
671.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (63, 'Emergence_Patient', 755)]"
672.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
672.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
673.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
674.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
675.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (64, 'Emergence_Patient', 730)]"
675.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (64, 'Emergence_Patient', 730)]"
676.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (64, 'Emergence_Patient', 730)]"
676.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (64, 'Emergence_Patient', 730)]"
677.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
677.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
678.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
679.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
679.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
680.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
681.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
682.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
683.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
684.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
685.0,3,"[(65, 'Emergence_Patient', 696), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
685.0,3,"[(65, 'Emergence_Patient', 696), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
686.0,3,"[(65, 'Emergence_Patient', 696), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
687.0,3,"[(65, 'Emergence_Patient', 696), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
688.0,3,"[(65, 'Emergence_Patient', 696), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
688.6,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
689.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
690.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
691.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
692.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
692.2,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
693.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
694.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
695.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
696.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
697.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
698.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
699.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
700.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
701.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (66, 'Emergence_Patient', 838)]"
701.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (66, 'Emergence_Patient', 838)]"
702.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (66, 'Emergence_Patient', 838)]"
703.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (66, 'Emergence_Patient', 838)]"
704.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (66, 'Emergence_Patient', 838)]"
705.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (66, 'Emergence_Patient', 838)]"
706.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (66, 'Emergence_Patient', 838)]"
706.4,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
707.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
708.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
709.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
710.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
711.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
711.8,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
712.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
713.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
714.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (67, 'Emergence_Patient', 976)]"
714.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (67, 'Emergence_Patient', 976)]"
715.0,3,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873), (67, 'Emergence_Patient', 976)]"
715.4,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
716.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
716.8,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
717.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
718.0,1,"[(52, 'Emergence_Patient', 873)]"
719.0,1,"[(52, 'Emergence_Patient', 873)]"
720.0,1,"[(52, 'Emergence_Patient', 873)]"
721.0,1,"[(52, 'Emergence_Patient', 873)]"
722.0,1,"[(52, 'Emergence_Patient', 873)]"
723.0,1,"[(52, 'Emergence_Patient', 873)]"
724.0,2,"[(68, 'Emergence_Patient', 805), (52, 'Emergence_Patient', 873)]"
724.0,2,"[(68, 'Emergence_Patient', 805), (52, 'Emergence_Patient', 873)]"
725.0,2,"[(68, 'Emergence_Patient', 805), (52, 'Emergence_Patient', 873)]"
726.0,2,"[(68, 'Emergence_Patient', 805), (52, 'Emergence_Patient', 873)]"
727.0,2,"[(68, 'Emergence_Patient', 805), (52, 'Emergence_Patient', 873)]"
728.0,2,"[(68, 'Emergence_Patient', 805), (52, 'Emergence_Patient', 873)]"
729.0,2,"[(68, 'Emergence_Patient', 805), (52, 'Emergence_Patient', 873)]"
729.4,1,"[(52, 'Emergence_Patient', 873)]"
730.0,1,"[(52, 'Emergence_Patient', 873)]"
731.0,2,"[(52, 'Emergence_Patient', 873), (69, 'Emergence_Patient', 882)]"
731.0,2,"[(52, 'Emergence_Patient', 873), (69, 'Emergence_Patient', 882)]"
731.8,1,"[(52, 'Emergence_Patient', 873)]"
732.0,1,"[(52, 'Emergence_Patient', 873)]"
732.5999999999999,1,"[(52, 'Emergence_Patient', 873)]"
733.0,1,"[(52, 'Emergence_Patient', 873)]"
734.0,1,"[(52, 'Emergence_Patient', 873)]"
734.8,1,"[(52, 'Emergence_Patient', 873)]"
735.0,1,"[(52, 'Emergence_Patient', 873)]"
736.0,1,"[(52, 'Emergence_Patient', 873)]"
737.0,1,"[(52, 'Emergence_Patient', 873)]"
738.0,1,"[(52, 'Emergence_Patient', 873)]"
739.0,1,"[(52, 'Emergence_Patient', 873)]"
740.0,1,"[(52, 'Emergence_Patient', 873)]"
741.0,2,"[(52, 'Emergence_Patient', 873), (70, 'Nylon_Patient', inf)]"
741.0,2,"[(52, 'Emergence_Patient', 873), (70, 'Nylon_Patient', inf)]"
741.4,1,"[(52, 'Emergence_Patient', 873)]"
741.8,1,"[(52, 'Emergence_Patient', 873)]"
742.0,1,"[(52, 'Emergence_Patient', 873)]"
743.0,1,"[(52, 'Emergence_Patient', 873)]"
744.0,1,"[(52, 'Emergence_Patient', 873)]"
745.0,1,"[(52, 'Emergence_Patient', 873)]"
746.0,1,"[(52, 'Emergence_Patient', 873)]"
747.0,1,"[(52, 'Emergence_Patient', 873)]"
748.0,1,"[(52, 'Emergence_Patient', 873)]"
749.0,1,"[(52, 'Emergence_Patient', 873)]"
750.0,1,"[(52, 'Emergence_Patient', 873)]"
751.0,1,"[(52, 'Emergence_Patient', 873)]"
752.0,2,"[(71, 'Emergence_Patient', 752), (52, 'Emergence_Patient', 873)]"
752.0,2,"[(71, 'Emergence_Patient', 752), (52, 'Emergence_Patient', 873)]"
752.2,2,"[(71, 'Emergence_Patient', 752), (52, 'Emergence_Patient', 873)]"
753.0,1,"[(52, 'Emergence_Patient', 873)]"
754.0,1,"[(52, 'Emergence_Patient', 873)]"
755.0,1,"[(52, 'Emergence_Patient', 873)]"
756.0,1,"[(52, 'Emergence_Patient', 873)]"
757.0,1,"[(52, 'Emergence_Patient', 873)]"
758.0,1,"[(52, 'Emergence_Patient', 873)]"
759.0,2,"[(52, 'Emergence_Patient', 873), (72, 'Naive_Patient', inf)]"
759.0,2,"[(52, 'Emergence_Patient', 873), (72, 'Naive_Patient', inf)]"
760.0,2,"[(52, 'Emergence_Patient', 873), (72, 'Naive_Patient', inf)]"
761.0,2,"[(52, 'Emergence_Patient', 873), (72, 'Naive_Patient', inf)]"
762.0,2,"[(52, 'Emergence_Patient', 873), (72, 'Naive_Patient', inf)]"
762.2,1,"[(52, 'Emergence_Patient', 873)]"
763.0,1,"[(52, 'Emergence_Patient', 873)]"
764.0,1,"[(52, 'Emergence_Patient', 873)]"
765.0,2,"[(73, 'Emergence_Patient', 789), (52, 'Emergence_Patient', 873)]"
765.0,2,"[(73, 'Emergence_Patient', 789), (52, 'Emergence_Patient', 873)]"
766.0,2,"[(73, 'Emergence_Patient', 789), (52, 'Emergence_Patient', 873)]"
766.6,1,"[(52, 'Emergence_Patient', 873)]"
767.0,1,"[(52, 'Emergence_Patient', 873)]"
768.0,1,"[(52, 'Emergence_Patient', 873)]"
768.2,1,"[(52, 'Emergence_Patient', 873)]"
769.0,1,"[(52, 'Emergence_Patient', 873)]"
770.0,1,"[(52, 'Emergence_Patient', 873)]"
771.0,1,"[(52, 'Emergence_Patient', 873)]"
772.0,1,"[(52, 'Emergence_Patient', 873)]"
773.0,1,"[(52, 'Emergence_Patient', 873)]"
774.0,1,"[(52, 'Emergence_Patient', 873)]"
775.0,1,"[(52, 'Emergence_Patient', 873)]"
776.0,2,"[(52, 'Emergence_Patient', 873), (74, 'Nylon_Patient', inf)]"
776.0,2,"[(52, 'Emergence_Patient', 873), (74, 'Nylon_Patient', inf)]"
776.0,1,"[(52, 'Emergence_Patient', 873)]"
776.0,1,"[(52, 'Emergence_Patient', 873)]"
777.0,1,"[(52, 'Emergence_Patient', 873)]"
778.0,1,"[(52, 'Emergence_Patient', 873)]"
779.0,1,"[(52, 'Emergence_Patient', 873)]"
780.0,1,"[(52, 'Emergence_Patient', 873)]"
781.0,1,"[(52, 'Emergence_Patient', 873)]"
782.0,1,"[(52, 'Emergence_Patient', 873)]"
783.0,1,"[(52, 'Emergence_Patient', 873)]"
784.0,1,"[(52, 'Emergence_Patient', 873)]"
785.0,1,"[(52, 'Emergence_Patient', 873)]"
786.0,2,"[(52, 'Emergence_Patient', 873), (75, 'Emergence_Patient', 929)]"
786.0,2,"[(52, 'Emergence_Patient', 873), (75, 'Emergence_Patient', 929)]"
786.4,1,"[(52, 'Emergence_Patient', 873)]"
786.8,1,"[(52, 'Emergence_Patient', 873)]"
787.0,1,"[(52, 'Emergence_Patient', 873)]"
788.0,1,"[(52, 'Emergence_Patient', 873)]"
789.0,1,"[(52, 'Emergence_Patient', 873)]"
790.0,1,"[(52, 'Emergence_Patient', 873)]"
791.0,1,"[(52, 'Emergence_Patient', 873)]"
792.0,1,"[(52, 'Emergence_Patient', 873)]"
